ID	繁體	簡體	IPA_S	IPA_T	粵拼	來源	詞例	leimaau附註
1184	猐	猐	kʰøŋ55	kʰœːŋ55	koeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1185	𡺛	𡺛	kʰøŋ55	kʰœːŋ55	koeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1186	薑	姜	køŋ55	kœːŋ55	goeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1187	䕬	䕬	køŋ55	kœːŋ55	goeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1188	𧅁	𧅁	køŋ55	kœːŋ55	goeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1189	畺	畺	kʰøŋ55	kʰœːŋ55	koeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1190	疆	疆	kʰøŋ55	kʰœːŋ55	koeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1191	繮	缰	kʰøŋ55	kʰœːŋ55	koeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	繮繩。	
1192	韁	缰	kʰøŋ55	kʰœːŋ55	koeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	繮繩。	
1193	姜	姜	køŋ55	kœːŋ55	goeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1194	僵	僵	køŋ55	kœːŋ55	goeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1195	長	长	tʃʰøŋ21	t͡ʃʰœːŋ21	coeng4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	長短。	
1196	腸	肠	tʃʰøŋ21	t͡ʃʰœːŋ21	coeng4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1197	場	场	tʃʰøŋ21	t͡ʃʰœːŋ21	coeng4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1198	張	张	tʃøŋ55	t͡ʃœːŋ55	zoeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1199	瓤	瓤	nøŋ21	nœːŋ21	noeng4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	瓜瓤。	
1200	方	方	fɔŋ55	fɔːŋ55	fong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1201	肪	肪	fɔŋ35	fɔːŋ35	fong2	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	脂肪。	
1202	襄	襄	ɬøŋ55	ɬœːŋ55	sloeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1203	廂	厢	ɬøŋ55	ɬœːŋ55	sloeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1204	湘	湘	ɬøŋ55	ɬœːŋ55	sloeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1205	相	相	ɬøŋ55	ɬœːŋ55	sloeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	互相。	
1206	鑲	镶	ɬøŋ55	ɬœːŋ55	sloeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1207	箱	箱	ɬøŋ55	ɬœːŋ55	sloeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1208	將	将	tʃøŋ55	t͡ʃœːŋ55	zoeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	將來。	
1209	漿	浆	tʃøŋ55	t͡ʃœːŋ55	zoeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1210	創	创	tʃʰɔŋ55	t͡ʃʰɔːŋ55	cong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1211	瘡	疮	tʃʰɔŋ55	t͡ʃʰɔːŋ55	cong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1212	𠛂	𠛂	tʃʰɔŋ55	t͡ʃʰɔːŋ55	cong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1213	亡	亡	mɔŋ21	mɔːŋ21	mong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1214	芒	芒	mɔŋ21	mɔːŋ21	mong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	麥芒兒。	
1215	娘	娘	nøŋ21	nœːŋ21	noeng4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1216	牀	床	tʃʰɔŋ21	t͡ʃʰɔːŋ21	cong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1217	床	床	tʃʰɔŋ21	t͡ʃʰɔːŋ21	cong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1218	莊	庄	tʃɔŋ55	t͡ʃɔːŋ55	zong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		標音誤爲[tʃøŋ55]，此地應爲[tʃɔŋ55]。
1219	㽵	㽵	tʃɔŋ55	t͡ʃɔːŋ55	zong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「莊」字。標音誤爲[tʃøŋ55]，此地應爲[tʃɔŋ55]。
1220	裝	装	tʃɔŋ55	t͡ʃɔːŋ55	zong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		標音誤爲[tʃøŋ55]，此地應爲[tʃɔŋ55]。
1221	常	常	tʃʰøŋ21	t͡ʃʰœːŋ21	coeng4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1222	裳	裳	ʃøŋ21	ʃœːŋ21	soeng4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	衣裳。	
1223	甞	甞	tʃʰøŋ21	t͡ʃʰœːŋ21	coeng4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「嘗」字。
1224	嘗	尝	tʃʰøŋ21	t͡ʃʰœːŋ21	coeng4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1225	償	偿	tʃʰøŋ21	t͡ʃʰœːŋ21	coeng4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1226	霜	霜	ɬøŋ55	ɬœːŋ55	sloeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1227	孀	孀	ɬøŋ55	ɬœːŋ55	sloeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1228	牆	墙	tʃʰøŋ21	t͡ʃʰœːŋ21	coeng4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1229	廧	廧	tʃʰøŋ21	t͡ʃʰœːŋ21	coeng4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1230	墻	墙	tʃʰøŋ21	t͡ʃʰœːŋ21	coeng4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1231	槍	枪	tʃʰøŋ55	t͡ʃʰœːŋ55	coeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1232	匡	匡	kʰuaŋ55	kʷʰaːŋ55	kwaang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1233	筐	筐	kʰuaŋ55	kʷʰaːŋ55	kwaang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1234	眶	眶	kʰuaŋ55	kʷʰaːŋ55	kwaang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	眼眶。	
1235	王	王	0uɔŋ21	wɔːŋ21	wong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1236	央	央	0iøŋ55	jœːŋ55	joeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1237	殃	殃	0iøŋ55	jœːŋ55	joeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1238	䄃	䄃	0iøŋ55	jœːŋ55	joeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「殃」字。
1239	秧	秧	0iøŋ55	jœːŋ55	joeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1240	強	强	kʰøŋ21	kʰœːŋ21	koeng4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1241	芳	芳	fɔŋ55	fɔːŋ55	fong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1242	妨	妨	fɔŋ21	fɔːŋ21	fong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	妨害。	
1243	狂	狂	kʰɔŋ21	kʰɔːŋ21	kong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1244	唐	唐	tʰɔŋ21	tʰɔːŋ21	tong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1245	啺	啺	tʰɔŋ21	tʰɔːŋ21	tong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1246	𥏬	𥏬	tʰɔŋ21	tʰɔːŋ21	tong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1247	糖	糖	tʰɔŋ21	tʰɔːŋ21	tong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1248	糛	糛	tʰɔŋ21	tʰɔːŋ21	tong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1249	堂	堂	tʰɔŋ21	tʰɔːŋ21	tong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1250	坣	坣	tʰɔŋ21	tʰɔːŋ21	tong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1251	棠	棠	tʰɔŋ21	tʰɔːŋ21	tong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1252	螳	螳	tʰɔŋ21	tʰɔːŋ21	tong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	螳螂。	
1253	塘	塘	tʰɔŋ21	tʰɔːŋ21	tong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1254	郎	郎	lɔŋ21	lɔːŋ21	long4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1255	廊	廊	lɔŋ21	lɔːŋ21	long4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1256	蜋	蜋	lɔŋ21	lɔːŋ21	long4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1257	狼	狼	lɔŋ21	lɔːŋ21	long4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1258	當	当	tɔŋ55	tɔːŋ55	dong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	當時。	
1259	倉	仓	tʃʰɔŋ55	t͡ʃʰɔːŋ55	cong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1260	蒼	苍	tʃʰɔŋ55	t͡ʃʰɔːŋ55	cong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1261	岡	冈	kɔŋ55	kɔːŋ55	gong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1262	崗	岗	kɔŋ55	kɔːŋ55	gong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1263	剛	刚	kɔŋ55	kɔːŋ55	gong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1264	㓻	㓻	kɔŋ55	kɔːŋ55	gong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「剛」字。
1265	鋼	钢	kɔŋ55	kɔːŋ55	gong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1266	綱	纲	kɔŋ55	kɔːŋ55	gong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1267	桑	桑	ɬɔŋ55	ɬɔːŋ55	slong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1268	桒	桒	ɬɔŋ55	ɬɔːŋ55	slong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1269	𠸶	𠸶	ɬɔŋ55	ɬɔːŋ55	slong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	婚喪。	同「喪」字。
1270	⿱哭亾	⿱哭亾	ɬɔŋ55	ɬɔːŋ55	slong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	婚喪。	同「喪」字。
1271	喪	丧	ɬɔŋ55	ɬɔːŋ55	slong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	婚喪。	
1272	康	康	hɔŋ55	hɔːŋ55	hong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1273	穅	穅	hɔŋ55	hɔːŋ55	hong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「糠」字。
1274	糠	糠	hɔŋ55	hɔːŋ55	hong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1275	荒	荒	fɔŋ55	fɔːŋ55	fong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1276	黃	黄	0uɔŋ21	wɔːŋ21	wong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1277	皇	皇	0uɔŋ21	wɔːŋ21	wong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1278	簧	簧	0uɔŋ21	wɔːŋ21	wong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	鎖簧。	
1279	蝗	蝗	0uɔŋ21	wɔːŋ21	wong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1280	光	光	kɔŋ55	kɔːŋ55	gong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1281	灮	灮	kɔŋ55	kɔːŋ55	gong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1282	湯	汤	tʰɔŋ55	tʰɔːŋ55	tong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1283	滂	滂	pʰɔŋ21	pʰɔːŋ21	pong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	滂沱。	
1284	汪	汪	0uɔŋ55	wɔːŋ55	wong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	一汪水。	
1285	航	航	hɔŋ21	hɔːŋ21	hong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1286	行	行	hɔŋ21	hɔːŋ21	hong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	行列。	
1287	杭	杭	hɔŋ21	hɔːŋ21	hong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1288	茫	茫	mɔŋ21	mɔːŋ21	mong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1289	恾	恾	mɔŋ21	mɔːŋ21	mong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1290	忙	忙	mɔŋ21	mɔːŋ21	mong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1291	贓	赃	tʃɔŋ55	t͡ʃɔːŋ55	zong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1292	囊	囊	nɔŋ21	nɔːŋ21	nong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1293	旁	旁	pʰɔŋ21	pʰɔːŋ21	pong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1294	螃	螃	pʰaŋ21	pʰaːŋ21	paang4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	螃蟹。	
1295	昂	昂	ŋɔŋ23	ŋɔːŋ24	ngong5	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1296	藏	藏	tʃʰɔŋ21	t͡ʃʰɔːŋ21	cong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	隱藏。	
1297	幫	帮	pɔŋ55	pɔːŋ55	bong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1298	縍	縍	pɔŋ55	pɔːŋ55	bong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1299	庚	庚	kɐŋ55	kɐŋ55	gang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1300	更	更	kaŋ55	kaːŋ55	gaang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	更換、五更讀音亦同。	
1301	稉	稉	kɐŋ55	kɐŋ55	gang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	粳米。	同「粳」字。
1302	粳	粳	kɐŋ55	kɐŋ55	gang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	粳米。	
1303	羹	羹	kɐŋ55	kɐŋ55	gang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1304	𩱧	𩱧	kɐŋ55	kɐŋ55	gang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1305	阬	阬	haŋ55	haːŋ55	haang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1306	坑	坑	haŋ55	haːŋ55	haang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1307	硎	硎	haŋ55	haːŋ55	haang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1308	盲	盲	maŋ21	maːŋ21	maang4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1309	蝱	虻	mɔŋ21	mɔːŋ21	mong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	牛虻。	同「虻」字。
1310	橫	横	0uaŋ21	waːŋ21	waang4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	横直。	
1311	彭	彭	pʰaŋ21	pʰaːŋ21	paang4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1312	膨	膨	pʰaŋ21	pʰaːŋ21	paang4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	膨脹。	
1313	亨	享	høŋ35	hœːŋ35	hoeng2	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「享」字。
1314	橕	橕	tʃʰaŋ55	t͡ʃʰaːŋ55	caang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1315	樘	樘	tʃʰaŋ55	t͡ʃʰaːŋ55	caang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1316	鐺	铛	tʃʰaŋ55	t͡ʃʰaːŋ55	caang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	烙餅用具。	
1317	槍	枪	tʃʰaŋ55	t͡ʃʰaːŋ55	caang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	烙餅用具。	
1318	英	英	0iŋ55	jɪŋ55/jeŋ55	jing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1319	亨	烹	pʰɐŋ55	pʰɐŋ55	pang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「烹」字。
1320	平	平	pʰiŋ21	pʰɪŋ21/pʰeŋ21	ping4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1321	評	评	pʰiŋ21	pʰɪŋ21/pʰeŋ21	ping4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1322	坪	坪	pʰiŋ21	pʰɪŋ21/pʰeŋ21	ping4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1323	驚	惊	kiŋ55	kɪŋ55/keŋ55	ging1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		標音誤爲陰上35，此地應爲陰平55。
1324	京	京	kiŋ55	kɪŋ55/keŋ55	ging1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1325	荊	荆	kiŋ55	kɪŋ55/keŋ55	ging1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1326	明	明	miŋ21	mɪŋ21/meŋ21	ming4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1327	盟	盟	mɐŋ21	mɐŋ21	mang4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1328	𥁰	𥁰	mɐŋ21	mɐŋ21	mang4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1329	鳴	鸣	miŋ21	mɪŋ21/meŋ21	ming4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1330	榮	荣	0iuŋ21	jʊŋ21	jung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1331	兵	兵	piŋ55	pɪŋ55/peŋ55	bing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1332	兄	兄	hiŋ55	hɪŋ55/heŋ55	hing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1333	卿	卿	hiŋ55	hɪŋ55/heŋ55	hing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1334	生	生	ʃaŋ55	ʃaːŋ55	saang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1335	笙	笙	ʃaŋ55	ʃaːŋ55	saang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1336	牲	牲	ʃaŋ55	ʃaːŋ55	saang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1337	甥	甥	ʃaŋ55	ʃaːŋ55	saang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1338	擎	擎	kʰiŋ21	kʰɪŋ21/kʰeŋ21	king4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1339	䲔	䲔	kʰiŋ21	kʰɪŋ21/kʰeŋ21	king4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1340	鯨	鲸	kʰiŋ21	kʰɪŋ21/kʰeŋ21	king4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1341	迎	迎	0iŋ21	jɪŋ21/jeŋ21	jing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1342	行	行	hɐŋ21	hɐŋ21	hang4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	行爲。	
1343	衡	衡	hɐŋ21	hɐŋ21	hang4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1344	耕	耕	kaŋ55	kaːŋ55	gaang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		標音誤爲[an]，此地應爲[aŋ]。
1345	萌	萌	mɐŋ21	mɐŋ21	mang4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1346	浜	浜	pɔŋ55	pɔːŋ55	bong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	一條浜。	
1347	宏	宏	huŋ21	hʊŋ21	hung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1348	莖	茎	kiŋ33	kɪŋ33/keŋ33	ging3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1349	鶯	莺	0iŋ55	jɪŋ55/jeŋ55	jing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1350	櫻	樱	0iŋ55	jɪŋ55/jeŋ55	jing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	櫻桃。	
1351	鸚	鹦	0iŋ55	jɪŋ55/jeŋ55	jing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	鸚鵡。	
1352	轟	轰	kʰuɐŋ55	kʷʰɐŋ55	kwang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1353	輷	輷	kʰuɐŋ55	kʷʰɐŋ55	kwang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1354	橙	橙	tʃʰaŋ35	t͡ʃʰaːŋ35	caang2	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	橙子。	
1355	棚	棚	pʰɐŋ21	pʰɐŋ21	pang4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1356	爭	争	tʃaŋ55	t͡ʃaːŋ55	zaang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1357	箏	筝	tʃɐŋ55	t͡ʃɐŋ55	zang1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1358	清	清	tʃʰiŋ55	t͡ʃʰɪŋ55/t͡ʃʰeŋ55	cing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1359	情	情	tʃʰiŋ21	t͡ʃʰɪŋ21/t͡ʃʰeŋ21	cing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1360	晴	晴	tʃʰiŋ21	t͡ʃʰɪŋ21/t͡ʃʰeŋ21	cing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1361	精	精	tʃiŋ55	t͡ʃɪŋ55/t͡ʃeŋ55	zing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1362	晶	晶	tʃiŋ55	t͡ʃɪŋ55/t͡ʃeŋ55	zing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1363	睛	睛	tʃiŋ55	t͡ʃɪŋ55/t͡ʃeŋ55	zing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1364	盈	盈	0iŋ21	jɪŋ21/jeŋ21	jing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1365	贏	赢	0iŋ21	jɪŋ21/jeŋ21	jing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1366	營	营	0iŋ21	jɪŋ21/jeŋ21	jing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1367	塋	茔	0iŋ21	jɪŋ21/jeŋ21	jing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1368	嬰	婴	0iŋ55	jɪŋ55/jeŋ55	jing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1369	纓	缨	0iŋ55	jɪŋ55/jeŋ55	jing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1370	貞	贞	tʃiŋ55	t͡ʃɪŋ55/t͡ʃeŋ55	zing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1371	偵	侦	tʃiŋ55	t͡ʃɪŋ55/t͡ʃeŋ55	zing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1372	成	成	ʃiŋ21	ʃɪŋ21/ʃeŋ21	sing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1373	𢦩	𢦩	ʃiŋ21	ʃɪŋ21/ʃeŋ21	sing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1374	城	城	ʃiŋ21	ʃɪŋ21/ʃeŋ21	sing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1375	誠	诚	ʃiŋ21	ʃɪŋ21/ʃeŋ21	sing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1376	盛	盛	ʃiŋ21	ʃɪŋ21/ʃeŋ21	sing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	盛滿。	
1377	呈	呈	tʃʰiŋ21	t͡ʃʰɪŋ21/t͡ʃʰeŋ21	cing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1378	程	程	tʃʰiŋ21	t͡ʃʰɪŋ21/t͡ʃʰeŋ21	cing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1379	聲	声	ʃiŋ55	ʃɪŋ55/ʃeŋ55	sing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1380	征	征	tʃiŋ55	t͡ʃɪŋ55/t͡ʃeŋ55	zing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1381	正	正	tʃiŋ55	t͡ʃɪŋ55/t͡ʃeŋ55	zing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	正月。	
1382	輕	轻	hɛŋ55	hɛːŋ55	heng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1383	名	名	miŋ21	mɪŋ21/meŋ21	ming4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1384	傾	倾	kʰiŋ55	kʰɪŋ55/kʰeŋ55	king1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1385	瓊	琼	kʰiŋ21	kʰɪŋ21/kʰeŋ21	king4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1386	璚	璚	kʰiŋ21	kʰɪŋ21/kʰeŋ21	king4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1387	青	青	tʃʰiŋ55	t͡ʃʰɪŋ55/t͡ʃʰeŋ55	cing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1388	蜻	蜻	tʃʰiŋ55	t͡ʃʰɪŋ55/t͡ʃʰeŋ55	cing1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1389	刑	刑	0iŋ21	jɪŋ21/jeŋ21	jing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1390	形	形	0iŋ21	jɪŋ21/jeŋ21	jing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
1391	型	型	0iŋ21	jɪŋ21/jeŋ21	jing4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
