ID	繁體	簡體	IPA_S	IPA_T	粵拼	來源	詞例	leimaau附註
1	東	东	tuŋ55	tʊŋ55	dung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
2	菄	菄	tuŋ55	tʊŋ55	dung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
3	同	同	tʰuŋ21	tʰʊŋ21	tung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
4	衕	同	tʰuŋ21	tʰʊŋ21	tung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
5	仝	仝	tʰuŋ21	tʰʊŋ21	tung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
6	童	童	tʰuŋ21	tʰʊŋ21	tung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
7	銅	铜	tʰuŋ21	tʰʊŋ21	tung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
8	桐	桐	tʰuŋ21	tʰʊŋ21	tung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
9	筒	筒	tʰuŋ21	tʰʊŋ21	tung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
10	瞳	瞳	tʰuŋ21	tʰʊŋ21	tung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
11	中	中	tʃuŋ55	t͡ʃʊŋ55	zung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	當中。	
12	忠	忠	tʃuŋ55	t͡ʃʊŋ55	zung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
13	蟲	虫	tʃʰuŋ21	t͡ʃʰʊŋ21	cung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
14	終	终	tʃuŋ55	t͡ʃʊŋ55	zung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
15	崇	崇	tʃʰuŋ21	t͡ʃʰʊŋ21	cung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		標音誤爲[uk]，此地應爲[uŋ]。
16	崈	崈	tʃʰuŋ21	t͡ʃʰʊŋ21	cung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「崇」字。標音誤爲[uk]，此地應爲[uŋ]。
17	嵩	嵩	ɬuŋ55	ɬʊŋ55	slung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
18	崧	崧	ɬuŋ55	ɬʊŋ55	slung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
19	戎	戎	0iuŋ21	jʊŋ21	jung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
20	𢦦	𢦦	0iuŋ21	jʊŋ21	jung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
21	狨	狨	0iuŋ21	jʊŋ21	jung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
22	絨	绒	0iuŋ21	jʊŋ21	jung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
23	弓	弓	kuŋ55	kʊŋ55	gung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
24	躳	躳	kuŋ55	kʊŋ55	gung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
25	躬	躬	kuŋ55	kʊŋ55	gung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
26	宮	宫	kuŋ55	kʊŋ55	gung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
27	融	融	0iuŋ21	jʊŋ21	jung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
28	雄	雄	huŋ21	hʊŋ21	hung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
29	熊	熊	0iuŋ21	jʊŋ21	jung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
30	窮	穷	kʰuŋ21	kʰʊŋ21	kung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
31	馮	冯	fuŋ21	fʊŋ21	fung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
32	風	风	fuŋ55	fʊŋ55	fung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
33	飌	飌	fuŋ55	fʊŋ55	fung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
34	楓	枫	fuŋ55	fʊŋ55	fung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
35	豐	丰	fuŋ55	fʊŋ55	fung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
36	充	充	tʃʰuŋ55	t͡ʃʰʊŋ55	cung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
37	隆	隆	luŋ21	lʊŋ21	lung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
38	空	空	huŋ55	hʊŋ55	hung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
39	公	公	kuŋ55	kʊŋ55	gung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
40	功	功	kuŋ55	kʊŋ55	gung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
41	工	工	kuŋ55	kʊŋ55	gung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
42	蚣	蚣	kuŋ55	kʊŋ55	gung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
43	攻	攻	kuŋ55	kʊŋ55	gung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
44	蒙	蒙	muŋ21	mʊŋ21	mung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
45	籠	笼	luŋ21	lʊŋ21	lung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
46	聾	聋	luŋ21	lʊŋ21	lung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
47	洪	洪	huŋ21	hʊŋ21	hung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
48	紅	红	huŋ21	hʊŋ21	hung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
49	鴻	鸿	huŋ21	hʊŋ21	hung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
50	叢	丛	tʃʰuŋ21	t͡ʃʰʊŋ21	cung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
51	藂	藂	tʃʰuŋ21	t͡ʃʰʊŋ21	cung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
52	怱	匆	tʃʰuŋ55	t͡ʃʰʊŋ55	cung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「匆」字。
53	忩	忩	tʃʰuŋ55	t͡ʃʰʊŋ55	cung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
54	葱	葱	tʃʰuŋ55	t͡ʃʰʊŋ55	cung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
55	蔥	葱	tʃʰuŋ55	t͡ʃʰʊŋ55	cung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
56	聦	聦	tʃʰuŋ55	t͡ʃʰʊŋ55	cung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「聰」字。
57	囪	囱	tʃʰuŋ55	t͡ʃʰʊŋ55	cung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
58	通	通	tʰuŋ55	tʰʊŋ55	tung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
59	椶	棕	tʃuŋ55	t͡ʃʊŋ55	zung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「棕」字。
60	騣	鬃	tʃuŋ55	t͡ʃʊŋ55	zung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「鬃」字。
61	蓬	蓬	pʰuŋ21	pʰʊŋ21	pung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
62	篷	篷	pʰuŋ21	pʰʊŋ21	pung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
63	烘	烘	huŋ55	hʊŋ55	hung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
64	疼	疼	tʰɐŋ21	tʰɐŋ21	tang4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
65	儂	侬	nuŋ21	nʊŋ21	nung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
66	𧗕	𧗕	nuŋ21	nʊŋ21	nung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
67	膿	脓	nuŋ21	nʊŋ21	nung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
68	宗	宗	tʃuŋ55	t͡ʃʊŋ55	zung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
69	鬆	松	ɬuŋ55	ɬʊŋ55	slung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	鬆散。	
70	䯳	䯳	ɬuŋ55	ɬʊŋ55	slung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	鬆散。	同「鬆」字。
71	鍾	钟	tʃuŋ55	t͡ʃʊŋ55	zung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
72	鐘	钟	tʃuŋ55	t͡ʃʊŋ55	zung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
73	龍	龙	luŋ21	lʊŋ21	lung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
74	舂	舂	tʃʰuŋ55	t͡ʃʰʊŋ55	cung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
75	松	松	tʃʰuŋ21	t͡ʃʰʊŋ21	cung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	松樹。	
76	㮤	㮤	tʃʰuŋ21	t͡ʃʰʊŋ21	cung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	松樹。	同「松」字。
77	𧘂	𧘂	tʃʰuŋ55	t͡ʃʰʊŋ55	cung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
78	衝	冲	tʃʰuŋ55	t͡ʃʰʊŋ55	cung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
79	容	容	0iuŋ21	jʊŋ21	jung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
80	庸	庸	0iuŋ21	jʊŋ21	jung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
81	𦤘	𦤘	0iuŋ21	jʊŋ21	jung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
82	鎔	镕	0iuŋ21	jʊŋ21	jung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
83	蓉	蓉	0iuŋ21	jʊŋ21	jung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
84	封	封	fuŋ55	fʊŋ55	fung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
85	𡉚	𡉚	fuŋ55	fʊŋ55	fung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
86	胷	胷	huŋ55	hʊŋ55	hung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
87	凶	凶	huŋ55	hʊŋ55	hung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	吉凶。	
88	𣧑	𣧑	huŋ55	hʊŋ55	hung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	吉凶。	同「凶」字。
89	兇	凶	huŋ55	hʊŋ55	hung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	凶惡。	標音誤爲[0iuŋ55]，此地應爲[huŋ55]。
90	雍	雍	0iuŋ55	jʊŋ55	jung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
91	癰	痈	0iuŋ55	jʊŋ55	jung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
92	濃	浓	nuŋ21	nʊŋ21	nung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
93	重	重	tʃʰuŋ21	t͡ʃʰʊŋ21	cung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	重複。	
94	從	从	tʃʰuŋ21	t͡ʃʰʊŋ21	cung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	跟從。	
95	从	从	tʃʰuŋ21	t͡ʃʰʊŋ21	cung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	跟從。	
96	逢	逢	fuŋ21	fʊŋ21	fung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
97	縫	缝	fuŋ21	fʊŋ21	fung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	縫衣服。	
98	峯	峰	fuŋ55	fʊŋ55	fung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
99	鋒	锋	fuŋ55	fʊŋ55	fung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
100	蠭	蠭	fuŋ55	fʊŋ55	fung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「蜂」字。
101	蜂	蜂	fuŋ55	fʊŋ55	fung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
102	𧒒	𧒒	fuŋ55	fʊŋ55	fung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
103	蹤	踪	tʃuŋ55	t͡ʃʊŋ55	zung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
104	茸	茸	0iuŋ21	jʊŋ21	jung4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
105	恭	恭	kuŋ55	kʊŋ55	gung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
106	供	供	kuŋ55	kʊŋ55	gung1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
107	江	江	kɔŋ55	kɔːŋ55	gong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
108	扛	扛	kʰɔŋ21	kʰɔːŋ21	kong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
109	矼	矼	tʃʰɔŋ55	t͡ʃʰɔːŋ55	cong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
110	䆫	䆫	tʃʰɔŋ55	t͡ʃʰɔːŋ55	cong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
111	窗	窗	tʃʰɔŋ55	t͡ʃʰɔːŋ55	cong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
112	窓	窓	tʃʰɔŋ55	t͡ʃʰɔːŋ55	cong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「窗」字。
113	邦	邦	pɔŋ55	pɔːŋ55	bong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		標音誤爲[uɔŋ]，此地應爲[ɔŋ]。
114	𤰫	𤰫	pɔŋ55	pɔːŋ55	bong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「邦」字。標音誤爲[uɔŋ]，此地應爲[ɔŋ]。
115	降	降	hɔŋ21	hɔːŋ21	hong4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	投降。	
116	缸	缸	kɔŋ55	kɔːŋ55	gong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
117	瓨	瓨	kɔŋ55	kɔːŋ55	gong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
118	胮	膀	pʰɔŋ55	pʰɔːŋ55	pong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	腫。	同「膀」字。
119	𤵸	𤵸	pʰɔŋ55	pʰɔːŋ55	pong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	腫。	同「胮」字。
120	雙	双	ʃøŋ55	ʃœːŋ55	soeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
121	龐	庞	paŋ21	paːŋ21	baang4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
122	腔	腔	kʰøŋ55	kʰœːŋ55	koeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
123	𤟄	𤟄	kʰøŋ55	kʰœːŋ55	koeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
124	羫	羫	kʰøŋ55	kʰœːŋ55	koeng1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
125	樁	桩	tʃɔŋ55	t͡ʃɔːŋ55	zong1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
126	支	支	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
127	栀	栀	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	梔子花。	
128	梔	栀	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	梔子花。	
129	枝	枝	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
130	肢	肢	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
131	胑	胑	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
132	𨈛	𨈛	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
133	移	移	0i21	jiː21	ji4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
134	䄬	䄬	0i21	jiː21	ji4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
135	爲	为	0uɐi21	wɐi21	wai4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	作爲。	
136	為	为	0uɐi21	wɐi21	wai4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	作為。	
137	𪎮	𪎮	fui55	fuːi55	fui1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
138	麾	麾	fui55	fuːi55	fui1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
139	萎	萎	0uɐi35	wɐi35	wai2	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	氣萎。	
140	糜	糜	mi21	miː21	mi4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	粥。	標音誤爲[ui]，此地應爲[i]。
141	錘	锤	tʃʰui21	t͡ʃʰuːi21	cui4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
142	𡍮	𡍮	tʃʰui21	t͡ʃʰuːi21	cui4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
143	垂	垂	tʃʰui21	t͡ʃʰuːi21	cui4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
144	吹	吹	tʃʰui55	t͡ʃʰuːi55	cui1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
145	炊	炊	tʃʰui55	t͡ʃʰuːi55	cui1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
146	披	披	pʰi55	pʰiː55	pi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
147	碑	碑	pi55	piː55	bi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
148	隨	随	tʃʰui35	t͡ʃʰuːi35	cui2	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
149	虧	亏	kʰuɐi55	kʷʰɐi55	kwai1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
150	闚	窥	kʰuɐi55	kʷʰɐi55	kwai1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
151	窺	窥	kʰuɐi55	kʷʰɐi55	kwai1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
152	奇	奇	kʰi21	kʰiː21	ki4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
153	騎	骑	kʰɛ21	kʰɛː21	ke4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
154	岐	岐	kʰi21	kʰiː21	ki4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
155	犧	牺	hi55	hiː55	hi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
156	宜	宜	ni21	niː21	ni4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
157	宐	宐	ni21	niː21	ni4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
158	𡪀	𡪀	ni21	niː21	ni4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
159	𠣨	𠣨	ni21	niː21	ni4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
160	𡨆	𡨆	ni21	niː21	ni4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
161	㝖	㝖	ni21	niː21	ni4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
162	儀	仪	0i22	jiː22	ji6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
163	𥫃	𥫃	0i22	jiː22	ji6	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
164	皮	皮	pʰi21	pʰiː21	pi4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
165	疲	疲	pʰi21	pʰiː21	pi4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
166	匙	匙	ʃi21	ʃiː21	si4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	湯匙、鑰匙讀音亦同。	
167	兒	儿	0i21	jiː21	ji4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
168	𠒆	𠒆	0i21	jiː21	ji4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
169	離	离	li21	liː21	li4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	離別。	
170	籬	篱	li21	liː21	li4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
171	璃	璃	li55	liː55	li1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	玻璃。	
172	疵	疵	tʃʰi33	t͡ʃʰiː33	ci3	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	吹毛求疵。	
173	卑	卑	pi55	piː55	bi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
174	脾	脾	pʰi21	pʰiː21	pi4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
175	施	施	ʃi55	ʃiː55	si1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
176	斯	斯	ʃi55	ʃiː55	si1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
177	廝	厮	ʃi55	ʃiː55	si1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
178	㒋	㒋	ʃi55	ʃiː55	si1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
179	差	差	tʃʰa55	t͡ʃʰaː55	caa1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	參差；差別。	
180	彌	弥	mi21	miː21	mi4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		標音誤爲[ui]，此地應爲[i]。
181	𢏏	𢏏	mi21	miː21	mi4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「彌」字。標音誤爲[ui]，此地應爲[i]。
182	雌	雌	tʃʰi35	t͡ʃʰiː35	ci2	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
183	知	知	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
184	䵹	䵹	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	蜘蛛。	同「蜘」字。
185	鼅	鼅	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	蜘蛛。	同「蜘」字。
186	蜘	蜘	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	蜘蛛。	
187	馳	驰	tʃʰi21	t͡ʃʰiː21	ci4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
188	池	池	tʃʰi21	t͡ʃʰiː21	ci4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
189	危	危	ŋɐi21	ŋɐi21	ngai4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
190	簁	簁	ʃɐi55	ʃɐi55	sai1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	篩子。	
191	規	规	kʰuɐi55	kʷʰɐi55	kwai1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
192	脂	脂	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
193	姨	姨	0i55	jiː55	ji1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
194	夷	夷	0i21	jiː21	ji4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
195	師	师	sɿ55	sɿ55	sy1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
196	篩	筛	ʃɐi55	ʃɐi55	sai1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	篩子。	
197	獅	狮	sɿ55	sɿ55	sy1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
198	琵	琵	pʰi21	pʰiː21	pi4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	琵琶。	
199	枇	枇	pʰi21	pʰiː21	pi4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	枇杷。	
200	咨	咨	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
201	資	资	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
202	姿	姿	tʃi55	t͡ʃiː55	zi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
203	飢	饥	ki55	kiː55	gi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
204	肌	肌	ki55	kiː55	gi1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
205	餈	糍	tʃʰi21	t͡ʃʰiː21	ci4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	餈粑。	又作「糍」字。
206	𩜴	𩜴	tʃʰi21	t͡ʃʰiː21	ci4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	餈巴。	同「餈」字。
207	瓷	瓷	tʃʰi21	t͡ʃʰiː21	ci4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）	瓷器。	
208	尼	尼	ni21	niː21	ni4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
209	遲	迟	tʃʰi21	t͡ʃʰiː21	ci4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
210	遟	遟	tʃʰi21	t͡ʃʰiː21	ci4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
211	私	私	sɿ55	sɿ55	sy1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
212	尸	尸	ʃi55	ʃiː55	si1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
213	屍	尸	ʃi55	ʃiː55	si1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
214	祁	祁	kʰi21	kʰiː21	ki4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
215	鰭	鳍	kʰi21	kʰiː21	ki4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
216	伊	伊	0i55	jiː55	ji1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
217	棃	梨	li21	liː21	li4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		同「梨」字。
218	梨	梨	li21	liː21	li4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
219	葵	葵	kʰuɐi21	kʷʰɐi21	kwai4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
220	追	追	tʃui55	t͡ʃuːi55	zui1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
221	龜	龟	kuɐi55	kʷɐi55	gwai1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
222	𠃾	𠃾	kuɐi55	kʷɐi55	gwai1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
223	衰	衰	ʃui55	ʃuːi55	sui1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
224	惟	惟	0uɐi21	wɐi21	wai4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
225	維	维	0uɐi21	wɐi21	wai4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
226	遺	遗	0uɐi21	wɐi21	wai4	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
227	綏	绥	ʃy55	ʃyː55	syu1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
228	雖	虽	ʃui55	ʃuːi55	sui1	2007年謝建猷《廣西漢語方言研究》（小學堂網站）		
