ID	TXT_ID	TRAD	SIMP	IPA_S	IPA_T	JYUTPING	SOUR	EXPL	NOTE
1057	B685	論	论	lɐn22	lɐn22	lan6	2003年侯精一《現代漢語方言音庫(字庫)》P411，412		
1058	B703	勳	勋	wɐn55	wɐn55	wan1	2003年侯精一《現代漢語方言音庫(字庫)》P411，412		
1059	B716	囊	囊	nɔŋ21	nɔŋ21	nong4	2003年侯精一《現代漢語方言音庫(字庫)》P413，414		
1060	B726	昂	昂	ŋɔŋ21	ŋɔŋ21	ngong4	2003年侯精一《現代漢語方言音庫(字庫)》P413，414		
1061	B745	匡	匡	hɔŋ55	hɔŋ55	hong1	2003年侯精一《現代漢語方言音庫(字庫)》P413，414		
1062	B758	蓬	蓬	pʰuŋ21	pʰʊŋ21	pung4	2003年侯精一《現代漢語方言音庫(字庫)》P413，414		
1063	B759	萌	萌	mɐŋ21	mɐŋ21	mang4	2003年侯精一《現代漢語方言音庫(字庫)》P413，414		原文誤作[meŋ21]。
1064	B764	奉	奉	fuŋ22	fʊŋ22	fung6	2003年侯精一《現代漢語方言音庫(字庫)》P415，416		
1065	B782	仍	仍	jeŋ21	jeŋ21	jing4	2003年侯精一《現代漢語方言音庫(字庫)》P415，416		
1066	B787	亨	亨	hɐŋ55	hɐŋ55	hang1	2003年侯精一《現代漢語方言音庫(字庫)》P415，416		
1067	B793	稟	禀	pɐn35	pɐn35	ban2	2003年侯精一《現代漢語方言音庫(字庫)》P415，416		
1068	B805	傾	倾	kʰeŋ55	kʰeŋ55	king1	2003年侯精一《現代漢語方言音庫(字庫)》P415，416		
1069	B807	頃	顷	kʰeŋ35	kʰeŋ35	king2	2003年侯精一《現代漢語方言音庫(字庫)》P417，418		
1070	B821	螢	萤	jeŋ21	jeŋ21	jing4	2003年侯精一《現代漢語方言音庫(字庫)》P417，418		
1071	B833	嵩	嵩	ɬuŋ55	ɬʊŋ55	slung1	2003年侯精一《現代漢語方言音庫(字庫)》P417，418		
1072	B841	崇	崇	tsʰuŋ21	tʃʰʊŋ21	cung4	2003年侯精一《現代漢語方言音庫(字庫)》P417，418		
1073	B842	寵	宠	tsʰuŋ35	tʃʰʊŋ35	cung2	2003年侯精一《現代漢語方言音庫(字庫)》P417，418		
1074	B853	恐	恐	kʰuŋ35	kʰʊŋ35	kung2	2003年侯精一《現代漢語方言音庫(字庫)》P419，420		
1075	B862	雍	雍	juŋ55	jʊŋ55	jung1	2003年侯精一《現代漢語方言音庫(字庫)》P419，420		
1076	C436	週	周	tsɐu55	tʃɐu55	zau1	2003年侯精一《現代漢語方言音庫(字庫)》P176，177		
1077	C514	姦	奸	kan55	kan55	gaan1	2003年侯精一《現代漢語方言音庫(字庫)》P206，207		原文作「奸」字。
1078	T110	絃	弦	jin21	jin21	jin4	2003年侯精一《現代漢語方言音庫(字庫)》P351，352		原文作「弦」字。
1079	C681	征	征	tseŋ55	tʃeŋ55	zing1	2003年侯精一《現代漢語方言音庫(字庫)》P274，275		原文作「徵」字。
1080	C304	麯	曲	kʰuk5	kʰʊk5	kuk1	2003年侯精一《現代漢語方言音庫(字庫)》P122，123		原文作「曲」字。
1081	C304	麴	曲	kʰuk5	kʰʊk5	kuk1	2003年侯精一《現代漢語方言音庫(字庫)》P122，123		原文作「曲」字。
1082	B361	慾	欲	juk2	jʊk2	juk6	2003年侯精一《現代漢語方言音庫(字庫)》P397，398		
1083	C534	菸	烟	jin55	jin55	jin1	2003年侯精一《現代漢語方言音庫(字庫)》P214，215		
1084	B264	係	系	hɐi22	hɐi22	hai6	2003年侯精一《現代漢語方言音庫(字庫)》P391，392		
1085	B264	繫	系	hɐi22	hɐi22	hai6	2003年侯精一《現代漢語方言音庫(字庫)》P391，392		
1086	C480	讚	赞	tsan33	tʃan33	zaan3	2003年侯精一《現代漢語方言音庫(字庫)》P192，193		
1087	C742	鐘	钟	tsuŋ55	tʃʊŋ55	zung1	2003年侯精一《現代漢語方言音庫(字庫)》P298，299		
1088	C754	揈	揈	kʰʷɐŋ55	kʷʰɐŋ55	kwang1	2003年侯精一《現代漢語方言音庫(字庫)》P302，303		同「轟」字。
1089	C157	岳	岳	ŋɔk2	ŋɔk2	ngok6	2003年侯精一《現代漢語方言音庫(字庫)》P64，65		
1090	C656	床	床	tsʰɔŋ21	tʃʰɔŋ21	cong4	2003年侯精一《現代漢語方言音庫(字庫)》P264，265		
1091	C165	姪	侄	tsɐt2	tʃɐt2	zat6	2003年侯精一《現代漢語方言音庫(字庫)》P66，67		
1092	T37	喫	吃	hɛk3	hɛk3	hek3	2003年侯精一《現代漢語方言音庫(字庫)》P323，324		
1093	C101	著	著	tsœk2	tʃœk2	zoek6	2003年侯精一《現代漢語方言音庫(字庫)》P42，43	睡～。	原文作「着」字。
1094	C100	著	著	tsœk3	tʃœk3	zoek3	2003年侯精一《現代漢語方言音庫(字庫)》P40，41	～衣。	原文作「着」字。
1095	C25	傢	家	ka55	ka55	gaa1	2003年侯精一《現代漢語方言音庫(字庫)》P10，11		
1096	T43	秘	秘	pi33	pi33	bi3	2003年侯精一《現代漢語方言音庫(字庫)》P325，326	～書。	
1097	C622	云	云	wɐn21	wɐn21	wan4	2003年侯精一《現代漢語方言音庫(字庫)》P250，251		
1098	C309	余	余	y21	jy21	jyu4	2003年侯精一《現代漢語方言音庫(字庫)》P124，125		
1099	B703	勛	勋	wɐn55	wɐn55	wan1	2003年侯精一《現代漢語方言音庫(字庫)》P411，412		
1100	C207	曆	历	lek2	lek2	lik6	2003年侯精一《現代漢語方言音庫(字庫)》P84，85		
1101	C3	發	发	fat3	fat3	faat3	2003年侯精一《現代漢語方言音庫(字庫)》P2，3		原文作「髪」字。
1102	C610	唇	唇	sɐn21	ʃɐn21	san4	2003年侯精一《現代漢語方言音庫(字庫)》P244，245		
1103	C543	糰	团	tʰyn21	tʰyn21	tyun4	2003年侯精一《現代漢語方言音庫(字庫)》P218，219		
1104	T72	壻	婿	ɬɐi33	ɬɐi33	slai3	2003年侯精一《現代漢語方言音庫(字庫)》P337，338		
1105	C492	干	干	kɔn55	kɔn55	gon1	2003年侯精一《現代漢語方言音庫(字庫)》P198，199		
1106	C696	恒	恒	hɐŋ21	hɐŋ21	hang4	2003年侯精一《現代漢語方言音庫(字庫)》P280，281		
1107	C86	托	托	tʰɔk3	tʰɔk3	tok3	2003年侯精一《現代漢語方言音庫(字庫)》P36，37		
1108	C338	晒	晒	sai33	ʃai33	saai3	2003年侯精一《現代漢語方言音庫(字庫)》P136，137		
1109	C130	杰	杰	kit2	kit2	git6	2003年侯精一《現代漢語方言音庫(字庫)》P52，53		
1110	B107	匯	汇	wui22	wui22	wui6	2003年侯精一《現代漢語方言音庫(字庫)》P377，378		
1111	C735	粽	粽	tsuŋ33	tʃʊŋ33	zung3	2003年侯精一《現代漢語方言音庫(字庫)》P294，295		
1112	T94	肴	肴	ŋau21	ŋau21	ngaau4	2003年侯精一《現代漢語方言音庫(字庫)》P345，346		
1113	C407	騲	草	tsʰu35	tʃʰu35	cu2	2003年侯精一《現代漢語方言音庫(字庫)》P164，165		原文作「草」字。
1114	B437	蘂	蕊	jui24	jui24	jui5	2003年侯精一《現代漢語方言音庫(字庫)》P399，400		
1115	T37	喫	吃	hɐt5	hɐt5	hat1	2003年侯精一《現代漢語方言音庫(字庫)》P323，324		
1116	B27	蛤	蛤	ha21	ha21	haa4	2003年侯精一《現代漢語方言音庫(字庫)》P379，380	～蟆。	原文作「蝦」字。
