ID	TRAD	SIMP	IPA_S	IPA_T	JYUTPING	SOUR	EXPL	NOTE
351	礊	礊	fak5	fak5	faak3	1998年陳謨志總纂《南寧市誌·文化卷》P671	用力抽打	原文有音無字
352	㩙	㩙	ɬak5	ɬak5	slaak3	1998年陳謨志總纂《南寧市誌·文化卷》P671	裂開	原文有音無字
353	嘞	嘞	lak5	lak5	laak3	1998年陳謨志總纂《南寧市誌·文化卷》P671	～～咑[tak5]咑[tak5]：吊兒郎當	原文有音無字
354	咑	咑	tak5	tak5	daak3	1998年陳謨志總纂《南寧市誌·文化卷》P671	嘞[lak5]嘞[lak5]～～：吊兒郎當	原文有音無字
355	囗(zaak3)	囗(zaak3)	tʃak5	tʃak5	zaak3	1998年陳謨志總纂《南寧市誌·文化卷》P671	鋤	原文有音無字
356	逆	逆	ȵak5	ȵak5	njaak3	1998年陳謨志總纂《南寧市誌·文化卷》P671	不稱心	原文有音無字
357	呝	呝	jak5	jak5	jaak3	1998年陳謨志總纂《南寧市誌·文化卷》P671	㕭[jau53]㕭[jau53]～～：吵吵嚷嚷	原文有音無字
358	㕭	㕭	jau53	jau53	jaau1	1998年陳謨志總纂《南寧市誌·文化卷》P671	～～呝[jak5]呝[jak5]：吵吵嚷嚷	原文有音無字
359	擘	擘	mak3	mak3	maak2	1998年陳謨志總纂《南寧市誌·文化卷》P671	掰開	原文有音無字
360	掰	掰	mak3	mak3	maak2	1998年陳謨志總纂《南寧市誌·文化卷》P671	掰開	原文有音無字
361	囗(gaan6)	囗(gaan6)	kan22	kan22	gaan6	1998年陳謨志總纂《南寧市誌·文化卷》P671	～囗[kak2]：不順心	原文有音無字
362	囗(gaak6)	囗(gaak6)	kak2	kak2	gaak6	1998年陳謨志總纂《南寧市誌·文化卷》P671	囗[kan2]～：不順心	原文有音無字
363	掹	掹	mɐŋ53	mɐŋ53	mang1	1998年陳謨志總纂《南寧市誌·文化卷》P672	拉	原文有音無字
364	囗(tang1)	囗(tang1)	tʰɐŋ53	tʰɐŋ53	tang1	1998年陳謨志總纂《南寧市誌·文化卷》P672	(自行車內胎氣)脹	原文有音無字
365	䉕	䉕	lɐŋ53	lɐŋ53	lang1	1998年陳謨志總纂《南寧市誌·文化卷》P672	篩。～箕：篩子	原文有音無字
366	囗(ang1)	囗(ang1)	ʔɐŋ53	∅ɐŋ53	ang1	1998年陳謨志總纂《南寧市誌·文化卷》P672	熱(專指天氣)	原文有音無字
367	⿰未曾	⿰未曾	mɐŋ21	mɐŋ21	mang4	1998年陳謨志總纂《南寧市誌·文化卷》P672	未曾	原文有音無字
368	㬟	㬟	mɐŋ21	mɐŋ21	mang4	1998年陳謨志總纂《南寧市誌·文化卷》P672	未曾	原文有音無字
369	朆	朆	mɐŋ21	mɐŋ21	mang4	1998年陳謨志總纂《南寧市誌·文化卷》P672	未曾	原文有音無字
370	揈	揈	fɐŋ21	fɐŋ21	fang4	1998年陳謨志總纂《南寧市誌·文化卷》P672	～寥[liu55]寥[liu55]：得意貌。也可以說成揈[fɐŋ55]哩[li55]哩[li55]	原文有音無字
371	掕	掕	lɐŋ21	lɐŋ21	lang4	1998年陳謨志總纂《南寧市誌·文化卷》P672	阻攔	原文有音無字
372	耿	耿	kɐŋ33	kɐŋ33	gang2	1998年陳謨志總纂《南寧市誌·文化卷》P672	古～：古板	原文有音無字
373	囗(gwang2)	囗(gwang2)	kʷɐŋ33	kʷɐŋ33	gwang2	1998年陳謨志總纂《南寧市誌·文化卷》P672	凍僵	原文有音無字
374	哽	哽	ʔɐŋ33	∅ɐŋ33	ang2	1998年陳謨志總纂《南寧市誌·文化卷》P672	硌(腳)	原文有音無字
375	㨘	㨘	ɬɐŋ24	ɬɐŋ24	slang5	1998年陳謨志總纂《南寧市誌·文化卷》P672	罵	原文有音無字
376	繃	绷	mɐŋ55	mɐŋ55	mang3	1998年陳謨志總纂《南寧市誌·文化卷》P672	面～：繃着臉	原文有音無字
377	𤹍	𤹍	nɐŋ53	nɐŋ53	nang1	1998年陳謨志總纂《南寧市誌·文化卷》P672	～雞[kɐi53]：瘡疤	原文有音無字
378	掯	掯	kʰɐŋ55	kʰɐŋ55	kang3	1998年陳謨志總纂《南寧市誌·文化卷》P672	嗆；不好交往	原文有音無字
379	炕	炕	hɐŋ55	hɐŋ55	hang3	1998年陳謨志總纂《南寧市誌·文化卷》P672	烘	原文有音無字
380	囗(njang3)	囗(njang3)	ȵɐŋ55	ȵɐŋ55	njang3	1998年陳謨志總纂《南寧市誌·文化卷》P672	咬	原文有音無字
381	纊	纩	kʷʰɐŋ55	kʷʰɐŋ55	kwang3	1998年陳謨志總纂《南寧市誌·文化卷》P672	碰	原文有音無字
382	凭	凭	pɐŋ22	pɐŋ22	bang6	1998年陳謨志總纂《南寧市誌·文化卷》P672	靠着	原文有音無字
383	輷	輷	kʷɐŋ22	kʷɐŋ22	gwang6	1998年陳謨志總纂《南寧市誌·文化卷》P672	圈(量詞)	原文有音無字
