ID	TRAD	SIMP	IPA_S	IPA_T	JYUTPING	SOUR	EXPL	NOTE
1020	磁	磁	tʃi21	tʃi21	zi4	1998年楊煥典主編《廣西通誌·漢語方言誌》P673	磁石，磁場	
1021	字	字	tʃi22	tʃi22	zi6	1998年楊煥典主編《廣西通誌·漢語方言誌》P673	文字，字畫	
1022	牸	牸	tʃi22	tʃi22	zi6	1998年楊煥典主編《廣西通誌·漢語方言誌》P673	牛牸（母牛）	
1023	絲	丝	ɬi53	ɬi53	sli1	1998年楊煥典主編《廣西通誌·漢語方言誌》P673	蛛絲，絲綢	
1024	司	司	ɬi53	ɬi53	sli1	1998年楊煥典主編《廣西通誌·漢語方言誌》P673	司令，公司	
1025	伺	伺	ʃi22	ʃi22	si6	1998年楊煥典主編《廣西通誌·漢語方言誌》P673		
1026	思	思	ɬi53	ɬi53	sli1	1998年楊煥典主編《廣西通誌·漢語方言誌》P673	思念；意思	
1027	辭	辞	tʃi21	tʃi21	zi4	1998年楊煥典主編《廣西通誌·漢語方言誌》P673	告辭，辭職	
1028	祠	祠	tʃi21	tʃi21	zi4	1998年楊煥典主編《廣西通誌·漢語方言誌》P673	祠堂，宗祠	
1029	詞	词	tʃi21	tʃi21	zi4	1998年楊煥典主編《廣西通誌·漢語方言誌》P673	歌詞，詞牌	
1030	似	似	tʃʰi55	tʃʰi55	ci3	1998年楊煥典主編《廣西通誌·漢語方言誌》P673	相似，似乎	
1031	祀	祀	ʃi22	ʃi22	si6	1998年楊煥典主編《廣西通誌·漢語方言誌》P673	祭祀	
1032	巳	巳	tʃi22	tʃi22	zi6	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	地支第六	
1033	寺	寺	tʃi22	tʃi22	zi6	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	金山寺，寺廟	
1034	飼	饲	tʃʰi22	tʃʰi22	ci6	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	飼養，飼料	
1035	嗣	嗣	tʃʰi22	tʃʰi22	ci6	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	譚嗣同，後嗣	
1036	置	置	tʃi55	tʃi55	zi3	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	佈置，安置，置辦	
1037	癡	痴	tʃʰi53	tʃʰi53	ci1	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	癡呆，發癡	
1038	痴	痴	tʃʰi53	tʃʰi53	ci1	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	癡呆，發癡	原文作「癡」字
1039	恥	耻	tʃʰi33	tʃʰi33	ci2	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	國恥，恥辱	
1040	持	持	tʃi21	tʃi21	zi4	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	堅持，持久	
1041	痔	痔	tʃi22	tʃi22	zi6	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	痔瘡	
1042	治	治	tʃi22	tʃi22	zi6	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	統治，治安	
1043	輜	辎	tʃi53	tʃi53	zi1	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	輜重	
1044	滓	滓	tʃi33	tʃi33	zi2	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	渣滓洞	
1045	廁	厕	tʃʰi55	tʃʰi55	ci3	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	男廁，廁所	
1046	士	士	ʃɐi22	ʃɐi22	sai6	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	士兵	
1047	仕	仕	ʃɐi22	ʃɐi22	sai6	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	仕途	
1048	柿	柿	ʃɐi22	ʃɐi22	sai6	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	柿子	
1049	俟	俟	ʃɐi22	ʃɐi22	sai6	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	一俟	
1050	事	事	ʃɐi22	ʃɐi22	sai6	1998年楊煥典主編《廣西通誌·漢語方言誌》P674	大事，事情	
1051	史	史	ʃɐi33	ʃɐi33	sai2	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	歷史	
1052	使	使	ʃɐi33	ʃɐi33	sai2	1998年楊煥典主編《廣西通誌·漢語方言誌》P675		
1053	駛	驶	ʃɐi33	ʃɐi33	sai2	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	駕駛員，車駛來	
1054	之	之	tʃi53	tʃi53	zi1	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	之乎者也	
1055	芝	芝	tʃi53	tʃi53	zi1	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	靈芝，芝麻	
1056	止	止	tʃi33	tʃi33	zi2	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	停止，止血	
1057	址	址	tʃi33	tʃi33	zi2	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	地址，舊址	
1058	趾	趾	tʃi33	tʃi33	zi2	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	腳趾（甲）	
1059	志	志	tʃi55	tʃi55	zi3	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	志氣，志願	
1060	痣	痣	tʃi55	tʃi55	zi3	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	與胎記不同	
1061	誌	志	tʃi55	tʃi55	zi3	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	地方誌	
1062	嗤	嗤	tʃʰi53	tʃʰi53	ci1	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	嗤笑	
1063	齒	齿	tʃʰi33	tʃʰi33	ci2	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	牙齒	
1064	詩	诗	ʃi53	ʃi53	si1	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	唐詩，詩人	
1065	始	始	tʃʰi33	tʃʰi33	ci2	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	開始，始終	
1066	試	试	ʃi55	ʃi55	si3	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	考試，試一試	
1067	時	时	ʃi21	ʃi21	si4	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	時間，當時	
1068	鰣	鲥	ʃi21	ʃi21	si4	1998年楊煥典主編《廣西通誌·漢語方言誌》P675	鰣魚	
1069	市	市	ʃi24	ʃi24	si5	1998年楊煥典主編《廣西通誌·漢語方言誌》P676	集市，市場	
1070	恃	恃	ʃi22	ʃi22	si6	1998年楊煥典主編《廣西通誌·漢語方言誌》P676	自恃，恃才傲物	
1071	侍	侍	ʃi22	ʃi22	si6	1998年楊煥典主編《廣西通誌·漢語方言誌》P676	服侍，侍衛	
1072	而	而	ji21	ji21	ji4	1998年楊煥典主編《廣西通誌·漢語方言誌》P676	然而，而且	
1073	耳	耳	ȵi24	ȵi24	nji5	1998年楊煥典主編《廣西通誌·漢語方言誌》P676	耳朵，中耳炎	
1074	餌	饵	ȵi24	ȵi24	nji5	1998年楊煥典主編《廣西通誌·漢語方言誌》P676	釣餌	
1075	基	基	ki53	ki53	gi1	1998年楊煥典主編《廣西通誌·漢語方言誌》P676	基本，地基	
1076	己	己	ki33	ki33	gi2	1998年楊煥典主編《廣西通誌·漢語方言誌》P676	自己，捨己爲人	
1077	紀	纪	ki33	ki33	gi2	1998年楊煥典主編《廣西通誌·漢語方言誌》P676	紀律，年紀	
1078	記	记	ki55	ki55	gi3	1998年楊煥典主編《廣西通誌·漢語方言誌》P676	記號，筆記	
1079	欺	欺	hi53	hi53	hi1	1998年楊煥典主編《廣西通誌·漢語方言誌》P676	欺負	
