ID	繁體	簡體	IPA_S	IPA_T	粵拼	來源	詞例	leimaau附註
1	多	多	to53	to53	do1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	多少，多數。	
2	拖	拖	tʰo53	tʰo53	to1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	拖車，拖鞋，拖拉機。	
3	他	他	tʰa53	tʰa53	taa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	其他。	
4	駝	驼	to21	to21	do4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	駝背，駱駝。	
5	馱	驮	to21	to21	do4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	馱東西（揹負或扛在肩上），拿在手裏。	
6	馱	驮	to22	to22	do6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	馱子。	
7	舵	舵	to22	to22	do6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	船舵，舵手。	
8	大	大	tai22	tai22	daai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617，650	大小，大學；大夫，大黃，大蒜。	
9	挪	挪	no21	no21	no4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	挪用公款，挪地方。	
10	哪	哪	na24	na24	naa5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	哪裏。	
11	那	那	na24	na24	naa5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	那裏。	
12	羅	罗	lo21	lo21	lo4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	姓。	
13	鑼	锣	lo21	lo21	lo4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	鑼鼓。	
14	籮	箩	lo21	lo21	lo4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	籮筐，裝稻穀用。	
15	左	左	ʧo33	tʃo33	zo2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	左手，左右。	
16	佐	佐	ʧo33	tʃo33	zo2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	輔佐，佐料。	
17	搓	搓	ʧʰo53	tʃʰo53	co1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	搓手，搓繩子，搓衣服，搓麻將。	
18	歌	歌	ko53	ko53	go1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P617	唱歌，歌曲。	
19	哥	哥	ko53	ko53	go1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	哥哥，老哥，哥們兒。	
20	個	个	ko55	ko55	go3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	一個，這個，個人，個體戶。	
21	可	可	ho33	ho33	ho2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	可以，許可證。	
22	蛾	蛾	ŋo21	ŋo21	ngo4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	飛蛾，夏天晚上集中到亮處的動物，似蝴蝶。	
23	鵝	鹅	ŋo21	ŋo21	ngo4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	一種家禽。	
24	俄	俄	ŋo21	ŋo21	ngo4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	俄國，蘇俄。	
25	我	我	ŋo24	ŋo24	ngo5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	我們。	
26	餓	饿	ŋo22	ŋo22	ngo6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	肚子餓，餓他一頓，餓肚子。	
27	荷	荷	ho21	ho21	ho4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	薄荷（有兩種，做菜用，藥用）；荷花。	
28	何	何	ho21	ho21	ho4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	姓，哪裏。	
29	河	河	ho21	ho21	ho4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	一條河，黃河。	
30	賀	贺	ho22	ho22	ho6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	姓，祝賀。	
31	阿	阿	o53	o53	o1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	阿膠，阿彌陀佛。	
32	阿	阿	a55	a55	aa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	阿哥。	
33	茄	茄	ke21	ke21	ge4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	茄子。	
34	波	波	po53	po53	bo1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	波浪，風波。	
35	菠	菠	po53	po53	bo1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	菠菜。	
36	跛	跛	pai53	pai53	baai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P618	跛足。	
37	簸	簸	pu55	pu55	bu3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	簸箕，簸谷。	
38	頗	颇	pʰo33	pʰo33	po2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	頗有心得。	
39	坡	坡	pʰo53	pʰo53	po1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	山坡，山體滑坡。	
40	玻	玻	po53	po53	bo1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	玻璃。	
41	破	破	pʰo55	pʰo55	po3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	東西破了，破魚肚，破壞。	
42	婆	婆	pu21	pu21	bu4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	外婆，老太婆。	
43	薄	薄	po22	po22	bo6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	薄菏（有兩種，做菜用，藥用）。	
44	魔	魔	mo53	mo53	mo1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	魔鬼，魔術。	
45	磨	磨	mu21	mu21	mu4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	磨刀，磨墨。	
46	摩	摩	mo53	mo53	mo1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	摩擦，按摩。	
47	饃	馍	mo21	mo21	mo4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619		
48	磨	磨	mu22	mu22	mu6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	石磨。	
49	朵	朵	tu33	tu33	du2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	一朵花。	
50	躲	躲	to33	to33	do2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	躲起來，躲避。	
51	剁	剁	tiɐk3	tiɐk3	diak2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	用刀向下砍。	
52	妥	妥	tʰo33	tʰo33	to2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	妥當，妥協。	
53	橢	椭	tʰo33	tʰo33	to2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P619	橢圓。	
54	唾	唾	tʰo55	tʰo55	to3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	唾液，唾沫。	
55	惰	惰	to22	to22	do6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	懶惰，惰性。	
56	垛	垛	to55	to55	do3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	柴垛。	
57	糯	糯	nu22	nu22	nu6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	糯米。	
58	騾	骡	lo21	lo21	lo4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	馬與驢雜交的一種動物。	
59	螺	螺	lo21	lo21	lo4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	螺螄。	
60	腡	脶	lo21	lo21	lo4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	手指紋，圓的。	
61	囉	啰	lo53	lo53	lo1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	囉唆。	
62	裸	裸	lo33	lo33	lo2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	裸體。	
63	瘰	瘰	lo33	lo33	lo2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	生瘰（瘡癤），多生在脖子上。	
64	摞	摞	lo55	lo55	lo3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	摞起來，把東西整齊地重疊往上放。	
65	銼	锉	ʧʰo55	tʃʰo55	co3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	銼刀，木銼。	
66	莝	莝	ʧʰo55	tʃʰo55	co3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	莝草。	
67	矬	矬	ʧo21	tʃo21	zo4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	矮，矮矬矬。	
68	坐	坐	ʧo24	tʃo24	zo5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	坐下來，請坐。	
69	座	座	ʧo22	tʃo22	zo6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	座位，上座。	
70	蓑	蓑	ɬo53	ɬo53	slo1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	蓑衣。	
71	梭	梭	ɬo53	ɬo53	slo1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P620	織布梭。	
72	唆	唆	ɬo53	ɬo53	slo1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	囉唆，唆使。	
73	莎	莎	ɬo53	ɬo53	slo1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	莎草。	
74	鎖	锁	ɬu33	ɬu33	slu2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	一把鎖，鎖匙。	
75	瑣	琐	ɬu33	ɬu33	slu2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	瑣碎，煩瑣。	
76	鍋	锅	ko53	ko53	go1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	砂鍋，鍋鏟。	
77	戈	戈	ko53	ko53	go1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	大動干戈。	
78	果	果	ko33	ko33	go2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	水果，果凍。	
79	裹	裹	ko33	ko33	go2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	包裹，裹東西（如棕子）。	
80	餜	馃	ko33	ko33	go2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	清明餜，米餜，巧果。	
81	過	过	ko55	ko55	go3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	姓；過去（走過去，從前）。	
82	科	科	fo53	fo53	fo1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	文科，科學。	
83	窠	窠	fo53	fo53	fo1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	鳥巢，雞窩。	
84	棵	棵	pʰo53	pʰo53	po1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	一棵。	
85	顆	颗	kʰo33	kʰo33	ko2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	一顆珍珠，顆粒。	
86	課	课	kʰo55	kʰo55	ko3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	上課，課文。	
87	訛	讹	ŋo21	ŋo21	ngo4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	訛詐，訛傳，以訛傳訛。	
88	臥	卧	ŋo22	ŋo22	ngo6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P621	臥倒，臥鋪，臥薪嚐膽。	
89	火	火	hu33	hu33	hu2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	着火，火車，火神廟。	
90	夥	伙	hu33	hu33	hu2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	夥計（店裏打雜工的），合夥。	
91	伙	伙	hu33	hu33	hu2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	伙食。	
92	貨	货	hu55	hu55	hu3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	到貨，貨車，百貨商店。	
93	禾	禾	wo21	wo21	wo4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	水稻。	
94	禍	祸	wo22	wo22	wo6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	闖禍，禍害。	
95	和	和	ho21	ho21	ho4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	和氣；和麪。	
96	倭	倭	o53	o53	o1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	倭寇。	
97	踒	踒	o53	o53	o1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	踒腳。	
98	窩	窝	o53	o53	o1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	窩藏，窩囊，窩火。	
99	涴	涴	o55	o55	o3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	弄髒，腳陷入泥裏。	
100	瘸	瘸	kʷe21	kʷe21	gwe4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	瘸手，瘸腿。	
101	靴	靴	hœ53	hœ53	hoe1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	靴子，皮靴。	
102	巴	巴	pa53	pa53	baa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	巴掌，巴結，巴黎。	
103	芭	芭	pa53	pa53	baa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	芭蕉，芭蕾。	
104	疤	疤	pa53	pa53	baa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	結疤，傷疤。	
105	把	把	pa33	pa33	baa2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622	把握，一把刀，把脈，抓一把。	
106	霸	霸	pa55	pa55	baa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P622		
107	欛	欛	pa55	pa55	baa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	刀把（柄），把柄。	
108	垻	垻	pa55	pa55	baa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	平地，平川。	
109	壩	坝	pa55	pa55	baa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	大壩，堤壩。	
110	爸	爸	pa53	pa53	baa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	父親。	
111	怕	怕	pʰa55	pʰa55	paa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	害怕，怕生。	
112	帕	帕	pʰak3	pʰak3	paak2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	手帕。	
113	爬	爬	pa21	pa21	baa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	爬樹，爬行動物。	
114	琶	琶	pa21	pa21	baa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	琵琶。	
115	杷	杷	pa21	pa21	baa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	枇杷。	
116	鈀	钯	pa21	pa21	baa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	釘鈀（豬八戒的武器），鈀子，挖地的農具。	
117	耙	耙	pa21	pa21	baa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	犁耙，用牛拉的碎土工具。	
118	麻	麻	ma21	ma21	maa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	麻袋，天麻。	
119	蟆	蟆	ma21	ma21	maa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	蛤蟆（青蛙，蛙類，蝌蚪），癩蛤蟆。	
120	媽	妈	ma53	ma53	maa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	媽媽，後媽。	
121	痲	痲	ma21	ma21	maa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	痳疹，痳瘋。	
122	馬	马	ma24	ma24	maa5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	騎馬，馬後砲，馬虎。	
123	碼	码	ma24	ma24	maa5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	碼頭，籌碼。	
124	罵	骂	ma22	ma22	maa6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	罵人，咒罵。	
125	駡	骂	ma22	ma22	maa6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P623	罵人，咒罵。	
126	拿	拿	na21	na21	naa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	拿不出手，拿手，拿東西，推拿。	
127	茶	茶	ʧa21	tʃa21	zaa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	茶葉，喝茶。	
128	搽	搽	ʧa21	tʃa21	zaa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	搽藥，搽雪花膏。	
129	查	查	ʧa53	tʃa53	zaa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	山楂。	同「楂」字。
130	楂	楂	ʧa53	tʃa53	zaa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	山楂。	原文作「查」字。
131	渣	渣	ʧa53	tʃa53	zaa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	甘蔗渣，油渣，藥渣，渣滓。	
132	詐	诈	ʧa55	tʃa55	zaa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	詐騙，敲詐。	
133	榨	榨	ʧa55	tʃa55	zaa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	榨油，榨菜，壓榨。	
134	炸	炸	ʧa55	tʃa55	zaa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624，714	轟炸，炸彈；用油炸。	
135	叉	叉	ʧʰa53	tʃʰa53	caa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	魚叉，叉腰。	
136	杈	杈	ʧʰa53	tʃʰa53	caa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	枝杈。	
137	差	差	ʧʰa53	tʃʰa53	caa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	差別，時差，好的差的。	
138	岔	岔	ʧʰa53	tʃʰa53	caa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	岔路。	
139	茬	茬	ʧa21	tʃa21	zaa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	割水稻後殘留的根，剃鬍子後殘留的短毛，找茬兒。	
140	查	查	ʧa21	tʃa21	zaa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	調查，查帳。	
141	乍	乍	ʧa55	tʃa55	zaa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	乍浦，初來乍到。	
142	沙	沙	ʃa53	ʃa53	saa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	黃沙，泥沙，沙漠。	
143	紗	纱	ʃa53	ʃa53	saa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624	紗布，棉紗。	
144	灑	洒	ɬa33	ɬa33	slaa2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624，652	灑水。	
145	家	家	ka53	ka53	gaa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	成家，家教，老家。	
146	加	加	ka53	ka53	gaa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	加法，加工，加油。	
147	痂	痂	ka53	ka53	gaa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	結痂，痂皮。	
148	嘉	嘉	ka53	ka53	gaa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	嘉賓，嘉興，嘉峪關。	
149	傢	家	ka53	ka53	gaa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	傢伙，傢什（工匠用的），傢具。	
150	假	假	ka33	ka33	gaa2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	真假。	
151	賈	贾	ka33	ka33	gaa2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	姓，賈寶玉。	
152	假	假	kʰa55	kʰa55	kaa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	放假，假期。	
153	架	架	kʰa55	kʰa55	kaa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	衣架，腳手架，擺架子。	
154	駕	驾	kʰa55	kʰa55	kaa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	駕駛，大駕光臨。	
155	嫁	嫁	ka55	ka55	gaa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	出嫁，嫁女兒。	
156	稼	稼	ka55	ka55	gaa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	莊稼，鄧稼先。	
157	價	价	ka55	ka55	gaa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	價錢，價值。	
158	牙	牙	ŋa21	ŋa21	ngaa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	牙齒，刷牙。	
159	芽	芽	ŋa21	ŋa21	ngaa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	豆芽。	
160	衙	衙	ŋa21	ŋa21	ngaa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	衙門。	
161	伢	伢	ŋa21	ŋa21	ngaa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625	伢兒，伢郎（小孩子）。	
162	雅	雅	ja24	ja24	jaa5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	文雅，雅座。	
163	蝦	虾	ha53	ha53	haa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	魚蝦，蝦公。	
164	𨉣	𨉣	ha53	ha53	haa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	蝦腰，背蝦起。	
165	嚇	吓	hiɐk3	hiɐk3	hiak2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626，799	嚇一跳；恐嚇，嚇唬。	
166	霞	霞	ha21	ha21	haa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	朝霞，晚霞，人名用字。	
167	瑕	瑕	ha21	ha21	haa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	瑕疵。	
168	遐	遐	ha21	ha21	haa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	遐想，聞名遐邇。	
169	蝦	虾	ha21	ha21	haa4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	蝦蟆（青蛙，蛙類，蝌蚪）。	
170	下	下	ja24	ja24	jaa5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	下山。	
171	廈	厦	ja22	ja22	jaa6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P625，626	高樓大廈，商廈；廈門。	
172	下	下	ja22	ja22	jaa6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	上下。	
173	夏	夏	ja22	ja22	jaa6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	姓；春夏，立夏。	
174	暇	暇	ja22	ja22	jaa6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	閒暇。	
175	鴉	鸦	a53	a53	aa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	老鴉，烏鴉。	
176	丫	丫	ja53	ja53	jaa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	丫頭。	
177	椏	桠	ŋa53	ŋa53	ngaa1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	椏杈。	
178	啞	哑	a33	a33	aa2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P626	啞巴，聾啞。	
179	亞	亚	a55	a55	aa3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	亞洲，亞軍，東亞。	
180	姐	姐	ʧe33	tʃe33	ze2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	姐姐，小姐。	
181	借	借	ʧi55	tʃi55	zi3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	借錢。	
182	且	且	ʧʰe33	tʃʰe33	ce2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	而且，況且。	
183	笡	笡	ʧʰe55	tʃʰe55	ce3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	斜，笡轉身子。	
184	藉	借	ʧe55	tʃe55	ze3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	藉故，藉口。	原文誤作[ʧek2]。
185	褯	褯	ʧek2	tʃek2	zik6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	褯子（小兒尿布，或包裹嬰兒的衣被）。	
186	些	些	ɬe53	ɬe53	sle1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	一些。	
187	寫	写	ɬe33	ɬe33	sle2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	寫字，寫信。	
188	瀉	泻	ɬe55	ɬe55	sle3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	腹瀉，瀉肚子。	
189	卸	卸	ɬe55	ɬe55	sle3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	裝卸，卸貨。	
190	邪	邪	ɬe21	ɬe21	sle4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	邪氣，邪門歪道。	
191	斜	斜	ʧʰe21	tʃʰe21	ce4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	不正。	
192	謝	谢	ʧi22	tʃi22	zi6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	姓。	「謝謝」義讀[ʧe22]。
193	爹	爹	te53	te53	de1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	父親。	
194	遮	遮	ʧi53	tʃi53	zi1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	遮住，遮擋。	
195	者	者	ʧe33	tʃe33	ze2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	記者，作者，之乎者也。	
196	蔗	蔗	ʧe55	tʃe55	ze3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P627	甘蔗，蔗糖。	
197	車	车	ʧʰe53	tʃʰe53	ce1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P628	火車。	
198	扯	扯	ʧʰe33	tʃʰe33	ce2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P628	拉扯，扯鑽。	
199	蛇	蛇	ʃe21	ʃe21	se4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P628	一條蛇。	
