ID	繁體	簡體	IPA_S	IPA_T	粵拼	來源	詞例	leimaau附註
521	娛	娱	jy21	jy21	jyu4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	娛樂。	
522	遇	遇	jy22	jy22	jyu6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	遇見，遭遇。	
523	寓	寓	jy22	jy22	jyu6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	公寓，寓言。	
524	吁	吁	hy53	hy53	hyu1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	氣喘吁吁，長吁短嘆。	
525	迂	迂	jy53	jy53	jyu1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	迂迴。	
526	于	于	jy53	jy53	jyu1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	於是，姓。	
527	盂	盂	jy21	jy21	jyu4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	痰盂。	
528	雨	雨	jy24	jy24	jyu5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	下雨。	
529	宇	宇	jy24	jy24	jyu5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	宇宙。	
530	禹	禹	jy24	jy24	jyu5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	大禹。	
531	羽	羽	jy24	jy24	jyu5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	羽毛。	
532	芋	芋	jy22	jy22	jyu6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	芋頭，芋艿。	
533	榆	榆	jy21	jy21	jyu4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	榆樹。	
534	逾	逾	jy21	jy21	jyu4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	逾期。	
535	愉	愉	jy21	jy21	jyu4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	愉快。	
536	愈	愈	jy22	jy22	jyu6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	愈好，病癒。	
537	喻	喻	jy22	jy22	jyu6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	比喻。	
538	裕	裕	jy22	jy22	jyu6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P646	富裕。	
539	獃	呆	tai53	tai53	daai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647		
540	戴	戴	tai55	tai55	daai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	姓，戴帽。	
541	胎	胎	tʰai53	tʰai53	taai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	投胎，雙胞胎，胎盤。	
542	台	台	tai21	tai21	daai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	天台。	
543	颱	台	tai21	tai21	daai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647		原文作「台」字。
544	檯	台	tai21	tai21	daai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647		原文作「台」字。
545	枱	台	tai21	tai21	daai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647		原文作「台」字。
546	態	态	tʰai55	tʰai55	taai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	態度，心態。	
547	貸	贷	tai22	tai22	daai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	借貸，貸款。	又讀[tʰai55]。
548	臺	台	tai21	tai21	daai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	平臺，臺灣。	
549	苔	苔	tai21	tai21	daai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	青苔。	
550	抬	抬	tai21	tai21	daai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	兩個人擡。	
551	擡	抬	tai21	tai21	daai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	兩個人擡。	原文作「抬」字。
552	待	待	tai22	tai22	daai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	等待，待人。	
553	怠	怠	tai22	tai22	daai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	怠慢，怠工。	
554	殆	殆	tai22	tai22	daai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	百戰不殆。	
555	代	代	tai22	tai22	daai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	代表。	
556	袋	袋	tai22	tai22	daai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	口袋，麻袋。	
557	乃	乃	nai24	nai24	naai5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	人名用字。	
558	耐	耐	nai22	nai22	naai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	耐心，忍耐。	
559	來	来	lai21	lai21	laai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	過來，來去。	
560	災	灾	ʧai53	tʃai53	zaai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P647	水災，災難。	
561	栽	栽	ʧai53	tʃai53	zaai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	栽種。	
562	宰	宰	ʧai33	tʃai33	zaai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	宰相。	
563	再	再	ʧai55	tʃai55	zaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	再來。	
564	載	载	ʧai55	tʃai55	zaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	記載；載重；滿載。	
565	猜	猜	ʧʰai53	tʃʰai53	caai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	猜謎。	
566	彩	彩	ʧʰai33	tʃʰai33	caai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	彩色，五彩。	
567	採	采	ʧʰai33	tʃʰai33	caai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	採集。	
568	采	采	ʧʰai33	tʃʰai33	caai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648		原文作「採」字。
569	睬	睬	ʧʰai33	tʃʰai33	caai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	理睬。	
570	菜	菜	ʧʰai55	tʃʰai55	caai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	吃菜。	
571	棌	棌	ʧʰai55	tʃʰai55	caai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	棌樹。	
572	纔	才	ʧai21	tʃai21	zaai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	剛纔，纔來。	
573	才	才	ʧai21	tʃai21	zaai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	人才，才氣。	
574	材	材	ʧai21	tʃai21	zaai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	棺材，材料。	
575	財	财	ʧai21	tʃai21	zaai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	財主，發財。	
576	裁	裁	ʧai21	tʃai21	zaai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	裁縫，裁紙。	
577	在	在	ʧai22	tʃai22	zaai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P648	現在，在家。	
578	腮	腮	ɬai53	ɬai53	slaai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	臉頰。	
579	鰓	鳃	ɬai53	ɬai53	slaai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	魚鰓。	
580	賽	赛	ʃai55	ʃai55	saai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	比賽，賽跑。	
581	該	该	kai53	kai53	gaai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	應該，該死。	
582	改	改	kai33	kai33	gaai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	修改，改正。	
583	概	概	kʰai55	kʰai55	kaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	概括，大概。	
584	溉	溉	kʰai55	kʰai55	kaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	灌溉。	
585	開	开	hai53	hai53	haai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	開門，打開。	
586	凱	凯	kʰai33	kʰai33	kaai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	凱旋，樂凱。	
587	慨	慨	kʰai55	kʰai55	kaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	慷慨，感慨。	
588	咳	咳	kʰɐt3	kʰɐt3	kat2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	咳嗽。	
589	呆	呆	tai53	tai53	daai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649		
590	磑	硙	ŋai21	ŋai21	ngaai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	磨磑。	
591	礙	碍	ŋai22	ŋai22	ngaai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	妨礙，礙事。	
592	海	海	hai33	hai33	haai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	大海。	
593	孩	孩	hai21	hai21	haai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	孩子。	
594	亥	亥	hai22	hai22	haai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	地支末位，辛亥革命。	
595	哀	哀	ai53	ai53	aai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P649	悲哀，哀悼。	
596	埃	埃	ŋai21	ŋai21	ngaai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	塵埃，埃及。	
597	愛	爱	ai55	ai55	aai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	喜愛，愛情。	
598	貝	贝	pui55	pui55	bui3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	寶貝，貝殼。	
599	沛	沛	pʰui55	pʰui55	pui3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	充沛，沛公。	
600	帶	带	tai55	tai55	daai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	鞋帶，帶東西。	
601	太	太	tʰai55	tʰai55	taai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	太陽，老太婆。	
602	泰	泰	tʰai55	tʰai55	taai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	泰山。	
603	奈	奈	nai22	nai22	naai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	無奈，奈何橋。	
604	賴	赖	lai22	lai22	laai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	姓，無賴，賴帳。	
605	癩	癞	lai55	lai55	laai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	癩頭，癩（皮）蛤蟆。	
606	蔡	蔡	ʧʰai55	tʃʰai55	caai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	姓。	
607	蓋	盖	kai55	kai55	gaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	蓋子，蓋被。	
608	丐	丐	kʰai55	kʰai55	kaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	乞丐。	
609	艾	艾	ŋai22	ŋai22	ngaai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	艾草。	
610	害	害	hai22	hai22	haai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	害人。	
611	藹	蔼	ai33	ai33	aai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	和藹。	
612	拜	拜	pai55	pai55	baai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P650	結拜，拜佛，禮拜。	
613	排	排	pai21	pai21	baai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	並排，排隊。	
614	埋	埋	mai21	mai21	maai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	埋葬，埋頭苦幹。	
615	齋	斋	ʧai53	tʃai53	zaai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	吃齋。	
616	豺	豺	ʧai21	tʃai21	zaai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	豺狼虎豹。	
617	皆	皆	kai53	kai53	gaai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	皆大歡喜。	
618	階	阶	kai53	kai53	gaai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	臺階，階段，階級。	
619	稭	稭	kai53	kai53	gaai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	麥稭。	
620	秸	秸	kai53	kai53	gaai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	麥秸。	
621	介	介	kai55	kai55	gaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	介紹，中介。	
622	界	界	kai55	kai55	gaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	世界，邊界。	
623	芥	芥	kai55	kai55	gaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	芥菜。	
624	尬	尬	kai55	kai55	gaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	尷尬。	
625	疥	疥	kai55	kai55	gaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	疥瘡。	
626	屆	届	kai55	kai55	gaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	第一屆，屆時。	
627	戒	戒	kai55	kai55	gaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	戒指，戒菸，豬八戒。	
628	揩	揩	kʰai53	kʰai53	kaai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	擦，揩油。	
629	楷	楷	kʰai33	kʰai33	kaai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	楷書，大楷。	
630	諧	谐	hai21	hai21	haai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	諧音，和諧。	
631	駭	骇	hai22	hai22	haai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P651	駭人聽聞，驚駭。	
632	械	械	kai55	kai55	gaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	機械。	
633	挨	挨	ŋai21	ŋai21	ngaai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	挨近，挨住。	
634	擺	摆	pai33	pai33	baai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	搖擺，擺架子，放。	
635	派	派	pʰai55	pʰai55	paai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	派他去，派出所，老派。	
636	簰	簰	pai21	pai21	baai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	竹排，筏。	
637	𥱼	簰	pai21	pai21	baai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	竹排，筏。	
638	牌	牌	pai21	pai21	baai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	牌坊，打牌。	
639	罷	罢	pa22	pa22	baa6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	罷工，與「了」相當的助詞。	
640	稗	稗	pai22	pai22	baai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	雄性的稻子，不能生谷。	
641	買	买	mai24	mai24	maai5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	買進。	
642	賣	卖	mai22	mai22	maai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	賣掉。	
643	奶	奶	nai24	nai24	naai5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	餵奶，奶奶。	
644	債	债	ʧai55	tʃai55	zaai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	討債，還債。	
645	釵	钗	ʧʰai53	tʃʰai53	caai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	寶釵，釵子。	
646	差	差	ʧʰai53	tʃʰai53	caai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	出差。	
647	柴	柴	ʧai21	tʃai21	zaai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	火柴，柴火。	
648	篩	筛	ʃai53	ʃai53	saai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	篩酒，篩子，篩選。	
649	洒	洒	ɬa33	ɬa33	slaa2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P624，652	灑水。	
650	晒	晒	ʃai55	ʃai55	saai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	曬穀，曬衣服，曬太陽。	
651	曬	晒	ʃai55	ʃai55	saai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P652	曬穀，曬衣服，曬太陽。	原文作「晒」字。
652	佳	佳	kai53	kai53	gaai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	佳節，佳餚。	
653	街	街	kai53	kai53	gaai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	大街。	
654	懈	懈	hai24	hai24	haai5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	鬆懈。	
655	涯	涯	ŋai21	ŋai21	ngaai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	天涯。	
656	崖	崖	ŋai21	ŋai21	ngaai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	懸崖。	
657	捱	挨	ŋai21	ŋai21	ngaai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	捱打。	
658	鞋	鞋	hai21	hai21	haai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	布鞋，草鞋，皮鞋。	
659	解	解	kai33	kai33	gaai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	解開。	
660	解	解	hai22	hai22	haai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	姓。	
661	蟹	蟹	hai24	hai24	haai5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	八足二螯。	
662	矮	矮	ɐi33	ɐi33	ai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	個子矮。	
663	隘	隘	ai55	ai55	aai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	狹隘。	
664	敗	败	pai22	pai22	baai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	打敗，失敗。	
665	邁	迈	mai22	mai22	maai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	老邁，邁步。	
666	寨	寨	ʧai22	tʃai22	zaai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	山寨，大寨。	
667	蔽	蔽	pi22	pi22	bi6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	隱蔽。	
668	敝	敝	pi22	pi22	bi6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P653	敝人。	
669	弊	弊	pi22	pi22	bi6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	作弊。	
670	幣	币	pɐi22	pɐi22	bai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	人民幣。	
671	幣	币	pi22	pi22	bi6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	人民幣。	
672	斃	毙	pi22	pi22	bi6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	槍斃。	
673	例	例	lɐi22	lɐi22	lai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	舉例，例子。	
674	厲	厉	li22	li22	li6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	嚴厲，厲害。	
675	勵	励	lɐi22	lɐi22	lai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	鼓勵。	
676	祭	祭	ʧɐi55	tʃɐi55	zai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	祭祀。	
677	際	际	ʧɐi55	tʃɐi55	zai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	國際。	
678	穄	穄	ʧɐi55	tʃɐi55	zai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	穄子，高粱的叫法。	
679	滯	滞	ʧɐi22	tʃɐi22	zai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	停滯，滯溼(中醫用語)，滯後。	
680	制	制	ʧi55	tʃi55	zi3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	制度。	
681	製	制	ʧi55	tʃi55	zi3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	製造。	
682	世	世	ʃi55	ʃi55	si3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	世界。	
683	勢	势	ʃi55	ʃi55	si3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	勢力，有錢有勢。	
684	誓	誓	ʃi22	ʃi22	si6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	發誓。	
685	逝	逝	ʃi22	ʃi22	si6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	去逝。	
686	藝	艺	ŋɐi22	ŋɐi22	ngai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	藝術，文藝。	
687	刈	刈	ŋɐi22	ŋɐi22	ngai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P654	割。	
688	蓖	蓖	pi53	pi53	bi1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	蓖麻。	
689	閉	闭	pɐi55	pɐi55	bai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	閉眼，關閉。	
690	箅	箅	pi22	pi22	bi6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	蒸籠中的竹屜，箅子。	
691	批	批	pʰɐi53	pʰɐi53	pai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	一批，批評。	
692	陛	陛	pɐi22	pɐi22	bai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	陛下。	
693	鐾	鐾	pɐi22	pɐi22	bai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	蹭，在皮布上擦刀使鋒利，鐾筆，鐾刀布。	
694	迷	迷	mi21	mi21	mi4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	迷路。	
695	米	米	mɐi24	mɐi24	mai5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	大米。	
696	謎	谜	mi21	mi21	mi4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	謎語，猜謎。	
697	低	低	tɐi53	tɐi53	dai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	低頭。	
698	堤	堤	tɐi21	tɐi21	dai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	河堤。	
699	底	底	tɐi33	tɐi33	dai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	底氣，水底。	
700	抵	抵	tɐi33	tɐi33	dai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	抵押。	
701	帝	帝	tɐi55	tɐi55	dai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	皇帝，帝國。	
702	梯	梯	tʰɐi53	tʰɐi53	tai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	樓梯，梯子。	
703	體	体	tʰɐi33	tʰɐi33	tai2	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	體育，身體。	
704	替	替	tʰɐi55	tʰɐi55	tai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	代替，替身。	
705	涕	涕	tʰɐi55	tʰɐi55	tai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P655	鼻涕。	
706	剃	剃	tʰɐi55	tʰɐi55	tai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	剃頭。	
707	屜	屉	tʰɐi55	tʰɐi55	tai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	抽屜。	
708	題	题	tɐi21	tɐi21	dai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	題目，難題。	
709	提	提	tɐi21	tɐi21	dai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	提問，提醒。	
710	蹄	蹄	tɐi21	tɐi21	dai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	豬蹄。	
711	啼	啼	tɐi21	tɐi21	dai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	啼笑皆非，雞啼。	
712	弟	弟	tɐi22	tɐi22	dai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	兄弟。	
713	第	第	tɐi22	tɐi22	dai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	門第，第一。	
714	遞	递	tɐi22	tɐi22	dai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	傳遞。	
715	泥	泥	nɐi21	nɐi21	nai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	爛泥，水泥。	
716	犂	犂	lɐi21	lɐi21	lai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	耕田用具。	
717	犁	犁	lɐi21	lɐi21	lai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	耕田用具。	
718	黎	黎	lɐi21	lɐi21	lai4	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	黎明。	
719	禮	礼	lɐi24	lɐi24	lai5	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	送禮，禮貌。	
720	麗	丽	lɐi22	lɐi22	lai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	人名用字。	
721	隷	隷	tɐi22	tɐi22	dai6	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	奴隸，隸屬。	
722	擠	挤	ʧɐi53	tʃɐi53	zai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656		
723	擠	挤	ʧi53	tʃi53	zi1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656		
724	濟	济	ʧɐi55	tʃɐi55	zai3	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	接濟，經濟，濟公。	
725	妻	妻	ʧʰɐi53	tʃʰɐi53	cai1	1998年廣西地方誌編纂委員會《廣西通誌（漢語方言誌）》P656	老婆。	
