ID	TRAD	SIMP	IPA_S	IPA_T	JYUTPING	SOUR	EXPL	NOTE
1345	拋	抛	pʰau55	pʰau55	paau1	2009年陳海倫、林亦《粵語平話土話方音字彙》P133		
1346	拋	抛	pʰɛu55	pʰɛu55	peu1	2009年陳海倫、林亦《粵語平話土話方音字彙》P133		
1347	泡	泡	pʰau33	pʰau33	paau3	2009年陳海倫、林亦《粵語平話土話方音字彙》P133	泡沫	
1348	泡	泡	pʰɛu33	pʰɛu33	peu3	2009年陳海倫、林亦《粵語平話土話方音字彙》P133	水泡	
1349	炮	炮	pʰau33	pʰau33	paau3	2009年陳海倫、林亦《粵語平話土話方音字彙》P137		
1350	炮	炮	pʰɛu33	pʰɛu33	peu3	2009年陳海倫、林亦《粵語平話土話方音字彙》P137		
1351	跑	跑	pʰau35	pʰau35	paau2	2009年陳海倫、林亦《粵語平話土話方音字彙》P133		
1352	跑	跑	pʰɛu35	pʰɛu35	peu2	2009年陳海倫、林亦《粵語平話土話方音字彙》P133		
1353	刨	刨	pʰɛu21	pʰɛu21	peu4	2009年陳海倫、林亦《粵語平話土話方音字彙》P133，137	削也；刨刀	
1354	鮑	鲍	pau55	pau55	baau1	2009年陳海倫、林亦《粵語平話土話方音字彙》P135		
1355	茅	茅	mau21	mau21	maau4	2009年陳海倫、林亦《粵語平話土話方音字彙》P133		
1356	茅	茅	mɛu21	mɛu21	meu4	2009年陳海倫、林亦《粵語平話土話方音字彙》P133		
1357	錨	锚	nau21	nau21	naau4	2009年陳海倫、林亦《粵語平話土話方音字彙》P133	〔方言字音〕	
1358	卯	卯	mau24	mau24	maau5	2009年陳海倫、林亦《粵語平話土話方音字彙》P135		
1359	貌	貌	mau22	mau22	maau6	2009年陳海倫、林亦《粵語平話土話方音字彙》P137		
1360	撓	挠	nau21	nau21	naau4	2009年陳海倫、林亦《粵語平話土話方音字彙》P135		
1361	鬧	闹	nau22	nau22	naau6	2009年陳海倫、林亦《粵語平話土話方音字彙》P137		
1362	罩	罩	tsau33	tʃau33	zaau3	2009年陳海倫、林亦《粵語平話土話方音字彙》P137		
1363	罩	罩	tsɛu33	tʃɛu33	zeu3	2009年陳海倫、林亦《粵語平話土話方音字彙》P137		
1364	櫂	棹	tsau22	tʃau22	zaau6	2009年陳海倫、林亦《粵語平話土話方音字彙》P137		
1365	棹	棹	tsau22	tʃau22	zaau6	2009年陳海倫、林亦《粵語平話土話方音字彙》P137		
1366	櫂	棹	tsɛu22	tʃɛu22	zeu6	2009年陳海倫、林亦《粵語平話土話方音字彙》P137		
1367	棹	棹	tsɛu22	tʃɛu22	zeu6	2009年陳海倫、林亦《粵語平話土話方音字彙》P137		
1368	抓	抓	tsa55	tʃa55	zaa1	2009年陳海倫、林亦《粵語平話土話方音字彙》P134		
1369	抓	抓	ja55	ja55	jaa1	2009年陳海倫、林亦《粵語平話土話方音字彙》P134		
1370	爪	爪	tsau35	tʃau35	zaau2	2009年陳海倫、林亦《粵語平話土話方音字彙》P136		
1371	爪	爪	tsɛu35	tʃɛu35	zeu2	2009年陳海倫、林亦《粵語平話土話方音字彙》P136		
1372	爪	爪	jau35	jau35	jaau2	2009年陳海倫、林亦《粵語平話土話方音字彙》P136		
1373	爪	爪	jɛu35	jɛu35	jeu2	2009年陳海倫、林亦《粵語平話土話方音字彙》P136		
1374	找	找	tsau35	tʃau35	zaau2	2009年陳海倫、林亦《粵語平話土話方音字彙》P136	尋找	
